MAX_TEMP,MIN_TEMP,RAINFALL_CH,SOLAR_EXPOSURE,DATE_READING,NO_OF_CAPTURE,Year,Month,Day,Period over which rainfall was measured (days),Fort Hill Rainfall Amount,tide_range,tide_max,tide_min,COMMON_NAME,DATE_CAPTURED,DESCRIPTION,GROUP_NAME,ID,LATITUDE,LOCATION,LONGITUDE,NOTES,SCIENTIFIC_NAME,SEX,TAXONID,TOTAL_LENGTH,TRAP_NUMBER,_clipped,1_TOTAL_LENGTH,2_TOTAL_LENGTH,3_TOTAL_LENGTH,4_TOTAL_LENGTH,5_TOTAL_LENGTH,6_TOTAL_LENGTH,7_TOTAL_LENGTH,8_TOTAL_LENGTH,9_TOTAL_LENGTH,10_TOTAL_LENGTH,11_TOTAL_LENGTH,12_TOTAL_LENGTH,13_TOTAL_LENGTH,14_TOTAL_LENGTH,15_TOTAL_LENGTH,16_TOTAL_LENGTH,17_TOTAL_LENGTH,18_TOTAL_LENGTH,19_TOTAL_LENGTH,36_TOTAL_LENGTH,37_TOTAL_LENGTH,39_TOTAL_LENGTH,43_TOTAL_LENGTH,46_TOTAL_LENGTH,47_TOTAL_LENGTH,48_TOTAL_LENGTH,52_TOTAL_LENGTH,53_TOTAL_LENGTH,54_TOTAL_LENGTH,55_TOTAL_LENGTH,56_TOTAL_LENGTH
32.6,25,0,26.9,20180225,0,2018,2,25,,,6.636421546376772,7.680960123305457,1.0445385769286855,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,23,6.8,22.7,20090201,0,2009,2,1,,,4.467753885972425,6.486007317851702,2.018253431879277,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.3,23.5,0,18.4,20120507,0,2012,5,7,,,3.037122171977475,5.846485981442957,2.8093638094654816,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.9,16.5,0,25.8,20110913,0,2011,9,13,,,3.2148587264466864,5.486452837967489,2.2715941115208027,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1,23.4,0,21.4,20200409,4,2020,4,9,1,84,3.0806279245527355,5.625149952687348,2.5445220281346126,Saltwater Crocodile,20200409,Trap,Hope Inlet,24446,-12.384554,Howard River,131.046759,,C. porosus,M,9725,0,18,no,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,152,0,280,0,0,0,0,0,0,0,0,234,0,0,0,0
34.9,26.1,0,22.8,20090414,0,2009,4,14,,,3.867842482863723,6.209762098106548,2.3419196152428254,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,24.9,0,28.9,20130203,0,2013,2,3,,,5.519469868179153,7.038629260436002,1.5191593922568485,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.1,24.5,5.2,12,20081017,2,2008,10,17,,,2.2309977413290656,5.409630662012969,3.1786329206839032,Saltwater Crocodile,20081017,Trap,Northern Suburb,1834,-12.348613,Micket Creek,130.944383,,C. porosus,M,9725,0,16,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,27,0,25.3,20140104,0,2014,1,4,,0,3.5202152350678895,5.781671317003596,2.2614560819357066,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.4,25.4,0,18,20061103,1,2006,11,3,,0,6.305164059014347,7.009392108632145,0.7042280496177988,Saltwater Crocodile,20061103,Trap,Hope Inlet,2342,-12.384554,Howard River,131.046759,,C. porosus,F,9725,0,18,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,26.8,0,17.5,20160313,0,2016,3,13,,,3.3349893560004134,5.884463923018858,2.5494745670184447,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.1,24.6,1.6,27.5,20101203,3,2010,12,3,,0,6.7944225990873495,7.47490180712828,0.6804792080409299,Saltwater Crocodile,20101203,Trap,Elizabeth River downstream,3475,-12.538871,Mitchell Creek,130.991302,,C. porosus,M,9725,0,11,no,176,0,0,0,0,0,0,0,0,0,200,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,24,0,22.5,20100427,0,2010,4,27,,0,5.524731279625108,6.949711278705987,1.424979999080879,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,24,36,11.5,20170212,0,2017,2,12,,,3.763906094887292,6.058853174693824,2.2949470798065317,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.8,20.5,0,19.1,20110711,0,2011,7,11,,,6.922045648045682,7.513089257946216,0.5910436099005341,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.8,17.2,0,20.7,20150820,3,2015,8,20,,0,4.442518831738596,6.279847759132791,1.837328927394195,Saltwater Crocodile,20150820,Trap,East Arm,12855,-12.465731,Bleesers Creek,130.904771,,C. porosus,M,9725,0,13,no,0,231,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0
32.4,19.4,0,20.8,20080702,0,2008,7,2,,,4.786735474643896,6.747998556450689,1.961263081806793,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,15.2,0,20.8,20090706,0,2009,7,6,,,4.838496047278262,6.753774756728264,1.9152787094500012,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,27.1,0,18.3,20070127,0,2007,1,27,,0,6.824867489453215,7.615203556870003,0.7903360674167872,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.3,15.9,0,22.9,20080725,0,2008,7,25,,,5.3567152065106,6.735489779553053,1.378774573042453,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4,15.4,0,23.7,20060728,0,2006,7,28,,0,3.1346122410671775,5.271624780939877,2.1370125398727,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,24.3,0,22.4,20200505,0,2020,5,5,,0,5.926338789492501,7.014933724995895,1.0885949355033948,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.9,29.7,0,20.9,20200226,1,2020,2,26,,0,2.5184557733643684,5.211145050564842,2.692689277200474,Saltwater Crocodile,20200226,Trap,Elizabeth River downstream,24183,-12.55596,Elizabeth River,130.99518,Deceased when checked by the farm on 27/2/18,C. porosus,M,9725,0,37,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0
34.2,17.7,0,22.9,20160816,0,2016,8,16,,0,4.872910905219596,6.718729392219544,1.845818486999947,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,24.9,0,25.7,20180328,4,2018,3,28,1,14,6.7497029765931735,7.559925619489865,0.8102226428966919,Saltwater Crocodile,20180328,Trap,Hope Inlet,19621,-12.373801,Kings Creek,131.018415,,C. porosus,M,9725,0,17,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,323,339,0,188,0,0,0,0,0,0,0,0,0,0,0
32.4,28.4,0,12.3,20181126,1,2018,11,26,3,7,3.051331388296945,5.787486551058089,2.7361551627611442,Saltwater Crocodile,20181126,Trap,Darwin,21675,-12.443089,Sadgroves Creek,130.865536,tail tip missing from 3000 onwards,C. porosus,M,9725,0,14,no,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.9,23.2,0,23.1,20090828,1,2009,8,28,,,6.465142663586756,7.388307213423305,0.9231645498365486,Saltwater Crocodile,20090828,Trap,Hope Inlet,2384,-12.324761,Near Tree Point,131.044948,,C. porosus,F,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0
31.7,24,0,17,20150324,1,2015,3,24,,0,3.271404171784753,5.817826097559875,2.546421925775122,Saltwater Crocodile,20150324,Trap,West Arm,11997,-12.600867,West Arm,130.77131,,C. porosus,M,9725,0,2,no,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,24.7,0,28,20121026,2,2012,10,26,,,7.69807386090334,7.827733890010698,0.12966002910735863,Saltwater Crocodile,20121026,Trap,Hope Inlet,5835,-12.384554,Howard River,131.046759,,C. porosus,M,9725,0,18,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,199,0,0,0,0,0,0,0,0,0,0,0
28.4,22.1,108.2,3.5,20080113,0,2008,1,13,1,159,3.546180334288014,5.809463954739483,2.2632836204514692,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,25.1,0,19.9,20140429,3,2014,4,29,,0,4.252392889582279,6.441945314544246,2.189552424961967,Saltwater Crocodile,20140429,Trap,Northern Suburb,9276,-12.348613,Micket Creek,130.944383,Scutes already cut,C. porosus,M,9725,0,16,no,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,268,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24.4,0,23.8,20110920,0,2011,9,20,,,5.339203117042515,6.913983885283113,1.5747807682405979,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9,27.6,0,27.5,20090112,2,2009,1,12,,,4.143450032138066,6.334061587840577,2.190611555702511,Saltwater Crocodile,20090112,Trap,Darwin,1952,-12.443089,Sadgroves Creek,130.865536,,C. porosus,M,9725,0,14,no,0,0,0,0,0,0,0,0,0,0,102,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,23.9,10.1,23.6,20091113,0,2009,11,13,,,7.510448397194463,7.712366342793476,0.20191794559901233,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,24.3,0,29.2,20121009,0,2012,10,9,,,6.108178861819091,7.102516569901782,0.994337708082691,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.4,23.9,0,27.5,20141021,0,2014,10,21,,0,5.466708643750447,6.699303824935036,1.232595181184589,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9,28,0,25.7,20141213,0,2014,12,13,,0,5.590793706209533,6.811088568620961,1.2202948624114272,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23.6,4.2,17.2,20171112,1,2017,11,12,,,7.401778194743073,7.813602231787303,0.41182403704422965,Saltwater Crocodile,20171112,Trap,East Arm,18536,-12.465731,Bleesers Creek,130.904771,,C. porosus,M,9725,0,13,no,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.4,21.9,0,26.5,20140919,0,2014,9,19,,,7.022764508774877,7.59232964736319,0.5695651385883136,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,23.3,77.8,10.8,20110219,0,2011,2,19,1,55.8,3.5850130375127436,5.965587647325547,2.3805746098128036,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.3,18.5,0,19.7,20190711,0,2019,7,11,,0,7.152593543053163,7.48726335130994,0.3346698082567765,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,23.9,0,27.4,20200118,0,2020,1,18,,0,6.5123925996174625,7.36745824786451,0.8550656482470478,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4,22.5,0,26.7,20071001,0,2007,10,1,,0,3.8146801839431115,6.18633238244559,2.3716521985024785,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,17.3,0,22.5,20130726,0,2013,7,26,,,3.6302225429434785,5.578037020283243,1.9478144773397643,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.3,23.5,85,18.3,20060405,0,2006,4,5,1,63,6.206903016823251,7.460745394229818,1.253842377406567,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.9,27.4,5.2,19.3,20160128,2,2016,1,28,1,1,3.644857737091865,5.822440755609898,2.1775830185180327,Saltwater Crocodile,20160128,Trap,Berry Creek,13915,-12.676889,Berry Mouth B,130.970814,,C. porosus,M,9725,0,8,no,0,0,0,0,0,0,0,226,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,19.3,0,24.2,20060810,0,2006,8,10,,0,4.016024957556105,5.968524515621484,1.9524995580653788,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,28.2,0,17.9,20160107,2,2016,1,7,,0,5.39506215786273,7.0351332539308675,1.6400710960681373,Saltwater Crocodile,20160107,Trap,Northern Suburb,13776,-12.348613,Micket Creek,130.944383,,C. porosus,M,9725,0,16,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0
32.1,23.5,0,25.7,20060422,0,2006,4,22,,0,6.551900233107219,7.407287740245458,0.8553875071382393,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,24.3,0,21.5,20181227,2,2018,12,27,2,16.2,3.8820028439343206,5.942804580370545,2.0608017364362246,Saltwater Crocodile,20181227,Trap,Berry Creek,21837,-12.67583,Berry Mouth A,130.96725,,C. porosus,M,9725,0,52,no,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0
33.1,24.2,0,25.8,20111003,0,2011,10,3,,,4.975273701648165,6.816158309720757,1.8408846080725922,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,25.2,15,26.7,20130225,0,2013,2,25,,,3.6618889322670807,6.128166653960042,2.4662777216929612,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.4,24.6,0,27.5,20170301,0,2017,3,1,,,2.2453161778023487,5.061658469707477,2.816342291905128,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,22.1,0,21,20190527,0,2019,5,27,,0,6.454560136180804,7.175631180189271,0.7210710440084669,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.7,26.7,0,25.5,20191117,0,2019,11,17,,,3.9121786701493027,6.219538600741811,2.3073599305925083,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,22.6,0,22.5,20070508,0,2007,5,8,,0,4.7819950927653245,6.470358463219443,1.6883633704541183,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20.1,0,22,20170804,1,2017,8,4,,0,5.6419008748407995,7.147507514940023,1.5056066400992236,Saltwater Crocodile,20170804,Trap,Hope Inlet,17855,-12.373801,Kings Creek,131.018415,,C. porosus,F,9725,0,17,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.1,17.5,0,24.5,20110825,0,2011,8,25,,,5.647596639886556,6.950224669844433,1.3026280299578765,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7,22.4,0,23.1,20080501,0,2008,5,1,,,5.8835035595179646,6.933378956509111,1.0498753969911467,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23.8,22,19.8,20170309,2,2017,3,9,1,22,6.894068720538832,7.848323768668758,0.9542550481299257,Saltwater Crocodile,20170309,Trap,Middle Arm,16495,-12.553961,Jones Creek,130.88519,,C. porosus,M,9725,0,10,no,0,0,0,410,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.1,23.6,25.2,7.2,20081217,1,2008,12,17,,,4.1803859738156035,5.9369382107310145,1.7565522369154114,Saltwater Crocodile,20081217,Trap,Middle Arm,1924,-12.553961,Jones creek,130.88519,,C. porosus,M,9725,0,10,no,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.9,26.2,7.4,25.8,20121211,0,2012,12,11,,,5.793183493145547,7.08400641603281,1.2908229228872625,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.1,24.8,0,21.4,20160517,0,2016,5,17,,0,6.763900307772465,7.363905536868766,0.6000052290963009,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,19.8,0,21.3,20140729,0,2014,7,29,,,2.806367955499108,5.213283779577659,2.406915824078551,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,29.1,0,17.6,20081125,0,2008,11,25,,,6.340898392377801,7.196518957956695,0.8556205655788944,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,20,0,18,20180609,0,2018,6,9,,0,5.786317972001105,6.8734514499835075,1.0871334779824027,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.5,25,0,23.6,20160922,1,2016,9,22,,0,4.885855171338999,6.679950145202573,1.794094973863574,Saltwater Crocodile,20160922,Trap,Palmerston,15215,-12.50367,Myrmidon Creek (Inpex),130.94574,"Scutes 800, 90, 02 already cut.",C. porosus,M,9725,0,39,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0
30.5,18.2,0,20.2,20090613,0,2009,6,13,,,4.52265877195323,6.1459717108738605,1.6233129389206309,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,24.7,0,18.8,20060330,0,2006,3,30,1,58,3.4809202978803993,5.7941470454251185,2.3132267475447192,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.3,24.1,1,22.5,20150325,1,2015,3,25,1,1,4.121868171094495,6.353702416448308,2.231834245353813,Saltwater Crocodile,20150325,Trap,Northern Suburb,11995,-12.348613,Micket Creek,130.944383,,C. porosus,M,9725,0,16,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,28.1,0,25,20080112,0,2008,1,12,,0,2.84997533274018,5.316924698471539,2.4669493657313586,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.6,24.8,0,24.6,20090329,0,2009,3,29,,,2.1597052023804135,5.2613103080583326,3.101605105677919,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9,23.9,0,23.8,20180420,2,2018,4,20,7,1.4,3.2334884683215814,6.0306784008572905,2.797189932535709,Saltwater Crocodile,20180420,Trap,Hope Inlet,19915,-12.324761,Near Tree Point,131.044948,,C. porosus,M,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,284,0,0,0,0,0,0,0,0,0,0,0,0
33.4,25.3,2.2,21.5,20070108,0,2007,1,8,,0,4.046697316954851,5.932450917399342,1.8857536004444908,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,27.6,0,28.2,20100211,0,2010,2,11,,,6.283952950615136,7.545371947254792,1.261418996639656,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,14.8,0,20.9,20120612,0,2012,6,12,,,6.920085743360222,7.409259782541033,0.48917403918081126,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9,25.7,2.8,18.4,20171125,0,2017,11,25,,,5.319315835292184,6.6728789951912555,1.3535631598990712,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20.4,0,25,20070909,0,2007,9,9,,0,6.926975281303316,7.342978543887291,0.4160032625839749,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,29.2,0,27.8,20071202,0,2007,12,2,,0,6.962687702047115,7.437176557881434,0.474488855834319,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,21.4,0,21.9,20190512,0,2019,5,12,,0,6.332069802502681,7.307522536369685,0.9754527338670043,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,25.2,0,24,20131020,0,2013,10,20,,,3.1771972218706135,5.672438621195222,2.4952413993246085,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,24.1,0,25.5,20071020,0,2007,10,20,,0,6.192315988146193,7.106083616509434,0.913767628363241,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2,21.8,0,20.7,20200601,0,2020,6,1,,,6.595184819742981,7.228365884007431,0.6331810642644498,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,18.7,0,20,20190710,0,2019,7,10,,0,6.731492813147343,7.271769690579614,0.5402768774322717,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.5,24.5,0,27.6,20091023,0,2009,10,23,,,4.268361810291664,6.38369665748125,2.1153348471895868,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,23.8,0,14.7,20180214,0,2018,2,14,1,87,4.4564039220655,6.689235676452492,2.232831754386992,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,13.7,0,22.1,20070629,0,2007,6,29,,0,3.856028477037488,6.398151096004229,2.542122618966741,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.6,22.5,0,19.7,20140930,1,2014,9,30,,,4.516394420337376,6.610218858635692,2.0938244382983164,Saltwater Crocodile,20140930,Trap,Hope Inlet,11137,-12.373801,Kings Creek,131.018415,,C. porosus,M,9725,0,17,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,27.2,0,25.6,20160106,0,2016,1,6,,0,6.018467579163932,7.280488037654722,1.2620204584907904,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.1,22.9,0,21.9,20100507,0,2010,5,7,,,6.6027194553330055,7.310888222335455,0.7081687670024501,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,24.5,0,24.9,20170923,0,2017,9,23,,0,3.095921639551931,5.627600167869387,2.531678528317456,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
