DATE_READING,YEAR,MONTH,DAY,ELNINO,LANINA,DATE_CAPTURED,AREA_NUMBER,AREA_NAME,GROUP_NAME,1_NO_OF_CAPTURE,2_NO_OF_CAPTURE,3_NO_OF_CAPTURE,4_NO_OF_CAPTURE,TOTAL_CAPTURE,SCIENTIFIC_NAME
20200203,2020,2,3,0,0,,,,,0,0,0,0,0,
20140211,2014,2,11,0,0,20140211,1,South Group,Middle Arm,1,0,1,0,2,C. porosus
20200502,2020,5,2,0,0,,,,,0,0,0,0,0,
20180822,2018,8,22,0,0,20180822,1,South Group,Blackmore River,3,2,0,1,6,C. porosus
20090611,2009,6,11,0,0,20090611,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20180401,2018,4,1,0,0,20180401,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20140404,2014,4,4,0,0,20140404,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20150401,2015,4,1,0,0,20150401,4,West Group,Woods Inlet,0,0,1,2,3,C. porosus
20110218,2011,2,18,0,1,20110218,2,Urban Group,Elizabeth River downstream,1,1,0,0,2,C. porosus
20130828,2013,8,28,0,0,,,,,0,0,0,0,0,
20160417,2016,4,17,0,0,,,,,0,0,0,0,0,
20160211,2016,2,11,1,0,20160211,2,Urban Group,Elizabeth River downstream,1,1,0,2,4,C. porosus
20200530,2020,5,30,0,0,,,,,0,0,0,0,0,
20091203,2009,12,3,1,0,,,,,0,0,0,0,0,
20120929,2012,9,29,0,0,,,,,0,0,0,0,0,
20121102,2012,11,2,0,0,20121102,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20091211,2009,12,11,1,0,,,,,0,0,0,0,0,
20130723,2013,7,23,0,0,,,,,0,0,0,0,0,
20070608,2007,6,8,0,0,,,,,0,0,0,0,0,
20101127,2010,11,27,0,1,,,,,0,0,0,0,0,
20140121,2014,1,21,0,0,,,,,0,0,0,0,0,
20161217,2016,12,17,0,0,,,,,0,0,0,0,0,
20101216,2010,12,16,0,1,,,,,0,0,0,0,0,
20150908,2015,9,8,1,0,,,,,0,0,0,0,0,
20071122,2007,11,22,0,1,,,,,0,0,0,0,0,
20180830,2018,8,30,0,0,20180830,1,South Group,Southport,1,0,0,0,1,C. porosus
20071011,2007,10,11,0,1,,,,,0,0,0,0,0,
20110417,2011,4,17,0,0,,,,,0,0,0,0,0,
20110615,2011,6,15,0,0,,,,,0,0,0,0,0,
20200202,2020,2,2,0,0,,,,,0,0,0,0,0,
20121130,2012,11,30,0,0,,,,,0,0,0,0,0,
20120101,2012,1,1,0,1,,,,,0,0,0,0,0,
20081119,2008,11,19,0,0,20081119,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20200212,2020,2,12,0,0,,,,,0,0,0,0,0,
20090610,2009,6,10,0,0,,,,,0,0,0,0,0,
20190202,2019,2,2,0,0,,,,,0,0,0,0,0,
20100927,2010,9,27,0,1,,,,,0,0,0,0,0,
20171219,2017,12,19,0,1,,,,,0,0,0,0,0,
20170618,2017,6,18,0,0,,,,,0,0,0,0,0,
20080109,2008,1,9,0,1,,,,,0,0,0,0,0,
20120706,2012,7,6,0,0,20120706,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20080821,2008,8,21,0,0,,,,,0,0,0,0,0,
20071021,2007,10,21,0,1,,,,,0,0,0,0,0,
20160416,2016,4,16,0,0,,,,,0,0,0,0,0,
20110131,2011,1,31,0,1,,,,,0,0,0,0,0,
20070904,2007,9,4,0,1,,,,,0,0,0,0,0,
20110303,2011,3,3,0,1,,,,,0,0,0,0,0,
20150722,2015,7,22,1,0,20150722,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20121103,2012,11,3,0,0,,,,,0,0,0,0,0,
20131206,2013,12,6,0,0,20131206,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20140823,2014,8,23,0,0,,,,,0,0,0,0,0,
20171027,2017,10,27,0,0,20171027,2,Urban Group,East Arm,0,2,0,0,2,C. porosus
20101221,2010,12,21,0,1,20101221,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20091212,2009,12,12,1,0,,,,,0,0,0,0,0,
20111011,2011,10,11,0,1,,,,,0,0,0,0,0,
20140608,2014,6,8,0,0,,,,,0,0,0,0,0,
20090724,2009,7,24,0,0,,,,,0,0,0,0,0,
20150619,2015,6,19,1,0,,,,,0,0,0,0,0,
20101217,2010,12,17,0,1,20101217,1,South Group,Berry Creek,1,0,2,0,3,C. porosus
20161029,2016,10,29,0,0,,,,,0,0,0,0,0,
20191208,2019,12,8,0,0,,,,,0,0,0,0,0,
20110414,2011,4,14,0,0,20110414,4,West Group,Woods Inlet,0,0,0,2,2,C. porosus
20130119,2013,1,19,0,0,,,,,0,0,0,0,0,
20110424,2011,4,24,0,0,,,,,0,0,0,0,0,
20200302,2020,3,2,0,0,20200302,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20160501,2016,5,1,0,0,,,,,0,0,0,0,0,
20170120,2017,1,20,0,0,20170120,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20140115,2014,1,15,0,0,,,,,0,0,0,0,0,
20061112,2006,11,12,1,0,,,,,0,0,0,0,0,
20121204,2012,12,4,0,0,,,,,0,0,0,0,0,
20080107,2008,1,7,0,1,,,,,0,0,0,0,0,
20090601,2009,6,1,0,0,,,,,0,0,0,0,0,
20190416,2019,4,16,0,0,,,,,0,0,0,0,0,
20200101,2020,1,1,0,0,,,,,0,0,0,0,0,
20100223,2010,2,23,1,0,,,,,0,0,0,0,0,
20141201,2014,12,1,0,0,,,,,0,0,0,0,0,
20130603,2013,6,3,0,0,,,,,0,0,0,0,0,
20080927,2008,9,27,0,0,20080927,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20070320,2007,3,20,0,0,,,,,0,0,0,0,0,
20131010,2013,10,10,0,0,,,,,0,0,0,0,0,
20070701,2007,7,1,0,0,,,,,0,0,0,0,0,
20091011,2009,10,11,0,0,,,,,0,0,0,0,0,
20070411,2007,4,11,0,0,,,,,0,0,0,0,0,
20150704,2015,7,4,1,0,,,,,0,0,0,0,0,
20101220,2010,12,20,0,1,,,,,0,0,0,0,0,
20130208,2013,2,8,0,0,20130208,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20101207,2010,12,7,0,1,,,,,0,0,0,0,0,
20150801,2015,8,1,1,0,,,,,0,0,0,0,0,
20161028,2016,10,28,0,0,20161028,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20171014,2017,10,14,0,0,,,,,0,0,0,0,0,
20200524,2020,5,24,0,0,,,,,0,0,0,0,0,
20181109,2018,11,9,0,0,20181109,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20120204,2012,2,4,0,1,,,,,0,0,0,0,0,
20151124,2015,11,24,1,0,,,,,0,0,0,0,0,
20190327,2019,3,27,0,0,,,,,0,0,0,0,0,
20080513,2008,5,13,0,0,,,,,0,0,0,0,0,
20110903,2011,9,3,0,0,,,,,0,0,0,0,0,
20080711,2008,7,11,0,0,,,,,0,0,0,0,0,
20170608,2017,6,8,0,0,20170608,4,West Group,West Arm,0,0,0,1,1,C. porosus
20100105,2010,1,5,1,0,,,,,0,0,0,0,0,
20110715,2011,7,15,0,0,,,,,0,0,0,0,0,
20200331,2020,3,31,0,0,,,,,0,0,0,0,0,
20091118,2009,11,18,1,0,20091118,2,Urban Group,Palmerston,0,2,0,1,3,C. porosus
20090222,2009,2,22,1,0,,,,,0,0,0,0,0,
20141002,2014,10,2,0,0,,,,,0,0,0,0,0,
20081206,2008,12,6,0,1,,,,,0,0,0,0,0,
20160328,2016,3,28,1,0,,,,,0,0,0,0,0,
20150411,2015,4,11,0,0,,,,,0,0,0,0,0,
20070727,2007,7,27,0,0,,,,,0,0,0,0,0,
20110126,2011,1,26,0,1,,,,,0,0,0,0,0,
20160809,2016,8,9,0,0,,,,,0,0,0,0,0,
20070826,2007,8,26,0,1,,,,,0,0,0,0,0,
20151003,2015,10,3,1,0,,,,,0,0,0,0,0,
20070802,2007,8,2,0,1,20070802,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20111111,2011,11,11,0,1,20111111,4,West Group,Woods Inlet,0,0,0,2,2,C. porosus
20080219,2008,2,19,0,1,,,,,0,0,0,0,0,
20190729,2019,7,29,0,0,,,,,0,0,0,0,0,
20120407,2012,4,7,0,0,,,,,0,0,0,0,0,
20100414,2010,4,14,0,0,20100414,4,West Group,West Arm,1,0,0,1,2,C. porosus
20200205,2020,2,5,0,0,20200205,3,Northeast Group,Hope Inlet,0,2,4,0,6,C. porosus
20120826,2012,8,26,0,0,,,,,0,0,0,0,0,
20150810,2015,8,10,1,0,,,,,0,0,0,0,0,
20081129,2008,11,29,0,0,,,,,0,0,0,0,0,
20181107,2018,11,7,0,0,20181107,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20100424,2010,4,24,0,0,,,,,0,0,0,0,0,
20110609,2011,6,9,0,0,,,,,0,0,0,0,0,
20120104,2012,1,4,0,1,,,,,0,0,0,0,0,
20080512,2008,5,12,0,0,,,,,0,0,0,0,0,
20090630,2009,6,30,0,0,,,,,0,0,0,0,0,
20170606,2017,6,6,0,0,,,,,0,0,0,0,0,
20140406,2014,4,6,0,0,20140406,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20180205,2018,2,5,0,1,,,,,0,0,0,0,0,
20190201,2019,2,1,0,0,,,,,0,0,0,0,0,
20180403,2018,4,3,0,0,20180403,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20150108,2015,1,8,0,0,,,,,0,0,0,0,0,
20090125,2009,1,25,1,0,,,,,0,0,0,0,0,
20110714,2011,7,14,0,0,20110714,2,Urban Group,East Arm,0,1,0,0,1,C. porosus
20110310,2011,3,10,0,1,,,,,0,0,0,0,0,
20160415,2016,4,15,0,0,,,,,0,0,0,0,0,
20080330,2008,3,30,0,0,,,,,0,0,0,0,0,
20091003,2009,10,3,0,0,,,,,0,0,0,0,0,
20161226,2016,12,26,0,0,,,,,0,0,0,0,0,
20170723,2017,7,23,0,0,,,,,0,0,0,0,0,
20070619,2007,6,19,0,0,,,,,0,0,0,0,0,
20111014,2011,10,14,0,1,20111014,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20141102,2014,11,2,0,0,,,,,0,0,0,0,0,
20121018,2012,10,18,0,0,,,,,0,0,0,0,0,
20150314,2015,3,14,0,0,,,,,0,0,0,0,0,
20190426,2019,4,26,0,0,20190426,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20150919,2015,9,19,1,0,,,,,0,0,0,0,0,
20180319,2018,3,19,0,0,,,,,0,0,0,0,0,
20190519,2019,5,19,0,0,,,,,0,0,0,0,0,
20150422,2015,4,22,0,0,20150422,4,West Group,Woods Inlet,1,1,0,1,3,C. porosus
20130805,2013,8,5,0,0,,,,,0,0,0,0,0,
20090519,2009,5,19,0,0,20090519,1,South Group,Berry Creek,4,0,0,0,4,C. porosus
20101214,2010,12,14,0,1,,,,,0,0,0,0,0,
20110628,2011,6,28,0,0,,,,,0,0,0,0,0,
20120408,2012,4,8,0,0,,,,,0,0,0,0,0,
20130410,2013,4,10,0,0,,,,,0,0,0,0,0,
20110411,2011,4,11,0,0,,,,,0,0,0,0,0,
20161211,2016,12,11,0,0,,,,,0,0,0,0,0,
20081108,2008,11,8,0,0,,,,,0,0,0,0,0,
20191228,2019,12,28,0,0,,,,,0,0,0,0,0,
20160708,2016,7,8,0,0,20160708,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20190220,2019,2,20,0,0,20190220,1,South Group,Middle Arm,2,0,0,0,2,C. porosus
20070403,2007,4,3,0,0,,,,,0,0,0,0,0,
20200515,2020,5,15,0,0,,,,,0,0,0,0,0,
20181205,2018,12,5,0,0,20181205,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20180206,2018,2,6,0,1,,,,,0,0,0,0,0,
20111208,2011,12,8,0,1,,,,,0,0,0,0,0,
20100530,2010,5,30,0,0,,,,,0,0,0,0,0,
20160622,2016,6,22,0,0,20160622,4,West Group,Woods Inlet,1,0,0,2,3,C. porosus
20180416,2018,4,16,0,0,20180416,2,Urban Group,Palmerston,1,1,0,0,2,C. porosus
20111027,2011,10,27,0,1,20111027,1,South Group,Pioneer Creek,1,1,0,0,2,C. porosus
20100925,2010,9,25,0,1,,,,,0,0,0,0,0,
20160119,2016,1,19,1,0,,,,,0,0,0,0,0,
20200828,2020,8,28,0,0,,,,,0,0,0,0,0,
20150208,2015,2,8,0,0,20150208,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20130422,2013,4,22,0,0,,,,,0,0,0,0,0,
20140523,2014,5,23,0,0,,,,,0,0,0,0,0,
20091002,2009,10,2,0,0,,,,,0,0,0,0,0,
20170528,2017,5,28,0,0,,,,,0,0,0,0,0,
20110301,2011,3,1,0,1,,,,,0,0,0,0,0,
20080524,2008,5,24,0,0,,,,,0,0,0,0,0,
20190620,2019,6,20,0,0,20190620,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20091012,2009,10,12,0,0,,,,,0,0,0,0,0,
20090209,2009,2,9,1,0,,,,,0,0,0,0,0,
20131030,2013,10,30,0,0,,,,,0,0,0,0,0,
20131208,2013,12,8,0,0,,,,,0,0,0,0,0,
20150724,2015,7,24,1,0,,,,,0,0,0,0,0,
20140718,2014,7,18,0,0,,,,,0,0,0,0,0,
20131113,2013,11,13,0,0,,,,,0,0,0,0,0,
20091210,2009,12,10,1,0,,,,,0,0,0,0,0,
20090318,2009,3,18,0,0,20090318,3,Northeast Group,Northern Suburb,0,0,1,1,2,C. porosus
20160205,2016,2,5,1,0,20160205,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20150305,2015,3,5,0,0,20150305,1,South Group,Pioneer Creek,2,0,0,2,4,C. porosus
20171229,2017,12,29,0,1,20171229,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20191219,2019,12,19,0,0,20191219,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20080319,2008,3,19,0,0,,,,,0,0,0,0,0,
20090726,2009,7,26,0,0,,,,,0,0,0,0,0,
20120527,2012,5,27,0,0,,,,,0,0,0,0,0,
20130613,2013,6,13,0,0,,,,,0,0,0,0,0,
20130411,2013,4,11,0,0,20130411,3,Northeast Group,Hope Inlet,0,0,4,0,4,C. porosus
20160706,2016,7,6,0,0,,,,,0,0,0,0,0,
20071212,2007,12,12,0,1,,,,,0,0,0,0,0,
20180129,2018,1,29,0,1,,,,,0,0,0,0,0,
20190502,2019,5,2,0,0,,,,,0,0,0,0,0,
20150713,2015,7,13,1,0,,,,,0,0,0,0,0,
20200614,2020,6,14,0,0,,,,,0,0,0,0,0,
20080810,2008,8,10,0,0,,,,,0,0,0,0,0,
20200417,2020,4,17,0,0,20200417,2,Urban Group,East Arm,0,2,0,0,2,C. porosus
20111229,2011,12,29,0,1,20111229,3,Northeast Group,Northern Suburb,0,1,1,0,2,C. porosus
20110422,2011,4,22,0,0,,,,,0,0,0,0,0,
20110904,2011,9,4,0,0,,,,,0,0,0,0,0,
20111218,2011,12,18,0,1,,,,,0,0,0,0,0,
20140117,2014,1,17,0,0,20140117,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20140130,2014,1,30,0,0,,,,,0,0,0,0,0,
20160507,2016,5,7,0,0,,,,,0,0,0,0,0,
20100718,2010,7,18,0,1,,,,,0,0,0,0,0,
20080925,2008,9,25,0,0,,,,,0,0,0,0,0,
20100328,2010,3,28,1,0,,,,,0,0,0,0,0,
20170529,2017,5,29,0,0,,,,,0,0,0,0,0,
20131016,2013,10,16,0,0,20131016,2,Urban Group,Elizabeth River downstream,0,2,1,0,3,C. porosus
20091013,2009,10,13,0,0,,,,,0,0,0,0,0,
20070703,2007,7,3,0,0,,,,,0,0,0,0,0,
20200321,2020,3,21,0,0,,,,,0,0,0,0,0,
20150510,2015,5,10,1,0,,,,,0,0,0,0,0,
20130730,2013,7,30,0,0,,,,,0,0,0,0,0,
20080318,2008,3,18,0,0,,,,,0,0,0,0,0,
20120418,2012,4,18,0,0,,,,,0,0,0,0,0,
20150803,2015,8,3,1,0,,,,,0,0,0,0,0,
20120322,2012,3,22,0,0,,,,,0,0,0,0,0,
20200526,2020,5,26,0,0,,,,,0,0,0,0,0,
20150702,2015,7,2,1,0,20150702,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20200726,2020,7,26,0,0,,,,,0,0,0,0,0,
20100404,2010,4,4,0,0,,,,,0,0,0,0,0,
20130904,2013,9,4,0,0,20130904,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20071221,2007,12,21,0,1,,,,,0,0,0,0,0,
20200418,2020,4,18,0,0,20200418,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20100107,2010,1,7,1,0,,,,,0,0,0,0,0,
20170210,2017,2,10,0,0,20170210,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20161129,2016,11,29,0,0,,,,,0,0,0,0,0,
20190306,2019,3,6,0,0,20190306,4,West Group,Woods Inlet,1,0,0,1,2,C. porosus
20061031,2006,10,31,1,0,,,,,0,0,0,0,0,
20110713,2011,7,13,0,0,,,,,0,0,0,0,0,
20070311,2007,3,11,0,0,,,,,0,0,0,0,0,
20161118,2016,11,18,0,0,,,,,0,0,0,0,0,
20180624,2018,6,24,0,0,,,,,0,0,0,0,0,
20110330,2011,3,30,0,1,20110330,3,Northeast Group,Hope Inlet,0,0,4,0,4,C. porosus
20090708,2009,7,8,0,0,,,,,0,0,0,0,0,
20070125,2007,1,25,1,0,,,,,0,0,0,0,0,
20081204,2008,12,4,0,1,,,,,0,0,0,0,0,
20080224,2008,2,24,0,1,,,,,0,0,0,0,0,
20130328,2013,3,28,0,0,20130328,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20200220,2020,2,20,0,0,,,,,0,0,0,0,0,
20190813,2019,8,13,0,0,,,,,0,0,0,0,0,
20160818,2016,8,18,0,0,20160818,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20140510,2014,5,10,0,0,,,,,0,0,0,0,0,
20180326,2018,3,26,0,0,20180326,1,South Group,Southport,1,0,0,0,1,C. porosus
20110124,2011,1,24,0,1,,,,,0,0,0,0,0,
20080208,2008,2,8,0,1,,,,,0,0,0,0,0,
20120714,2012,7,14,0,0,,,,,0,0,0,0,0,
20141215,2014,12,15,0,0,20141215,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20130529,2013,5,29,0,0,,,,,0,0,0,0,0,
20121220,2012,12,20,0,0,20121220,4,West Group,West Arm,0,0,0,1,1,C. porosus
20071031,2007,10,31,0,1,,,,,0,0,0,0,0,
20131102,2013,11,2,0,0,,,,,0,0,0,0,0,
20150501,2015,5,1,1,0,20150501,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20150413,2015,4,13,0,0,,,,,0,0,0,0,0,
20150526,2015,5,26,1,0,20150526,4,West Group,West Arm,0,1,0,2,3,C. porosus
20150421,2015,4,21,0,0,,,,,0,0,0,0,0,
20120405,2012,4,5,0,0,,,,,0,0,0,0,0,
20151115,2015,11,15,1,0,,,,,0,0,0,0,0,
20200713,2020,7,13,0,0,,,,,0,0,0,0,0,
20110607,2011,6,7,0,0,,,,,0,0,0,0,0,
20150812,2015,8,12,1,0,,,,,0,0,0,0,0,
20170307,2017,3,7,0,0,,,,,0,0,0,0,0,
20100919,2010,9,19,0,1,,,,,0,0,0,0,0,
20121217,2012,12,17,0,0,,,,,0,0,0,0,0,
20181225,2018,12,25,0,0,,,,,0,0,0,0,0,
20140322,2014,3,22,0,0,,,,,0,0,0,0,0,
20120210,2012,2,10,0,1,,,,,0,0,0,0,0,
20110827,2011,8,27,0,0,20110827,4,West Group,West Arm,1,0,0,1,2,C. porosus
20151022,2015,10,22,1,0,20151022,1,South Group,Berry Creek,2,0,0,0,2,C. porosus
20110227,2011,2,27,0,1,,,,,0,0,0,0,0,
20061009,2006,10,9,1,0,,,,,0,0,0,0,0,
20081211,2008,12,11,0,1,20081211,1,South Group,Southport,1,0,0,0,1,C. porosus
20080705,2008,7,5,0,0,,,,,0,0,0,0,0,
20091005,2009,10,5,0,0,,,,,0,0,0,0,0,
20080521,2008,5,21,0,0,,,,,0,0,0,0,0,
20110321,2011,3,21,0,1,20110321,4,West Group,West Arm,0,1,0,1,2,C. porosus
20140215,2014,2,15,0,0,,,,,0,0,0,0,0,
20160920,2016,9,20,0,0,,,,,0,0,0,0,0,
20180622,2018,6,22,0,0,20180622,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20090123,2009,1,23,1,0,,,,,0,0,0,0,0,
20111016,2011,10,16,0,1,20111016,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20150312,2015,3,12,0,0,20150312,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20150627,2015,6,27,1,0,,,,,0,0,0,0,0,
20080110,2008,1,10,0,1,,,,,0,0,0,0,0,
20090508,2009,5,8,0,0,20090508,3,Northeast Group,Hope Inlet,0,1,2,0,3,C. porosus
20190424,2019,4,24,0,0,20190424,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20070714,2007,7,14,0,0,,,,,0,0,0,0,0,
20100213,2010,2,13,1,0,,,,,0,0,0,0,0,
20150628,2015,6,28,1,0,,,,,0,0,0,0,0,
20180325,2018,3,25,0,0,,,,,0,0,0,0,0,
20070918,2007,9,18,0,1,,,,,0,0,0,0,0,
20071002,2007,10,2,0,1,,,,,0,0,0,0,0,
20110404,2011,4,4,0,0,,,,,0,0,0,0,0,
20131002,2013,10,2,0,0,,,,,0,0,0,0,0,
20090918,2009,9,18,0,0,,,,,0,0,0,0,0,
20070401,2007,4,1,0,0,,,,,0,0,0,0,0,
20100505,2010,5,5,0,0,,,,,0,0,0,0,0,
20070519,2007,5,19,0,0,,,,,0,0,0,0,0,
20170921,2017,9,21,0,0,,,,,0,0,0,0,0,
20180410,2018,4,10,0,0,,,,,0,0,0,0,0,
20200621,2020,6,21,0,0,,,,,0,0,0,0,0,
20061208,2006,12,8,1,0,20061208,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20171006,2017,10,6,0,0,,,,,0,0,0,0,0,
20080430,2008,4,30,0,0,,,,,0,0,0,0,0,
20140725,2014,7,25,0,0,20140725,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20110113,2011,1,13,0,1,,,,,0,0,0,0,0,
20150929,2015,9,29,1,0,,,,,0,0,0,0,0,
20190209,2019,2,9,0,0,,,,,0,0,0,0,0,
20140521,2014,5,21,0,0,20140521,1,South Group,Pioneer Creek,2,0,0,0,2,C. porosus
20131219,2013,12,19,0,0,20131219,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20160512,2016,5,12,0,0,,,,,0,0,0,0,0,
20070302,2007,3,2,0,0,20070302,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20100115,2010,1,15,1,0,20100115,3,Northeast Group,Hope Inlet,1,1,2,0,4,C. porosus
20110307,2011,3,7,0,1,,,,,0,0,0,0,0,
20121113,2012,11,13,0,0,,,,,0,0,0,0,0,
20091014,2009,10,14,0,0,,,,,0,0,0,0,0,
20090309,2009,3,9,0,0,,,,,0,0,0,0,0,
20140412,2014,4,12,0,0,,,,,0,0,0,0,0,
20150626,2015,6,26,1,0,20150626,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20120521,2012,5,21,0,0,20120521,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20160207,2016,2,7,1,0,,,,,0,0,0,0,0,
20160401,2016,4,1,0,0,,,,,0,0,0,0,0,
20190622,2019,6,22,0,0,,,,,0,0,0,0,0,
20190928,2019,9,28,0,0,,,,,0,0,0,0,0,
20120725,2012,7,25,0,0,,,,,0,0,0,0,0,
20090210,2009,2,10,1,0,20090210,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20100212,2010,2,12,1,0,20100212,2,Urban Group,Elizabeth River downstream,2,1,0,2,5,C. porosus
20200523,2020,5,23,0,0,,,,,0,0,0,0,0,
20200314,2020,3,14,0,0,,,,,0,0,0,0,0,
20130924,2013,9,24,0,0,,,,,0,0,0,0,0,
20130909,2013,9,9,0,0,20130909,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20090916,2009,9,16,0,0,,,,,0,0,0,0,0,
20090506,2009,5,6,0,0,,,,,0,0,0,0,0,
20180919,2018,9,19,0,0,,,,,0,0,0,0,0,
20061125,2006,11,25,1,0,,,,,0,0,0,0,0,
20081222,2008,12,22,0,1,20081222,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20120512,2012,5,12,0,0,20120512,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20180514,2018,5,14,0,0,20180514,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20080425,2008,4,25,0,0,,,,,0,0,0,0,0,
20081022,2008,10,22,0,0,20081022,4,West Group,West Arm,0,1,0,1,2,C. porosus
20090707,2009,7,7,0,0,20090707,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20160727,2016,7,27,0,0,,,,,0,0,0,0,0,
20110102,2011,1,2,0,1,,,,,0,0,0,0,0,
20100610,2010,6,10,0,0,,,,,0,0,0,0,0,
20121027,2012,10,27,0,0,,,,,0,0,0,0,0,
20200327,2020,3,27,0,0,,,,,0,0,0,0,0,
20070202,2007,2,2,0,0,20070202,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20080228,2008,2,28,0,1,,,,,0,0,0,0,0,
20070705,2007,7,5,0,0,,,,,0,0,0,0,0,
20061116,2006,11,16,1,0,20061116,1,South Group,Southport,1,0,0,1,2,C. porosus
20170505,2017,5,5,0,0,,,,,0,0,0,0,0,
20070118,2007,1,18,1,0,20070118,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20140612,2014,6,12,0,0,20140612,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20150502,2015,5,2,1,0,,,,,0,0,0,0,0,
20151116,2015,11,16,1,0,,,,,0,0,0,0,0,
20091104,2009,11,4,1,0,,,,,0,0,0,0,0,
20170310,2017,3,10,0,0,20170310,3,Northeast Group,Northern Suburb,0,1,2,0,3,C. porosus
20180225,2018,2,25,0,1,,,,,0,0,0,0,0,
20090201,2009,2,1,1,0,,,,,0,0,0,0,0,
20120507,2012,5,7,0,0,,,,,0,0,0,0,0,
20110913,2011,9,13,0,0,,,,,0,0,0,0,0,
20200409,2020,4,9,0,0,20200409,3,Northeast Group,Hope Inlet,2,0,2,0,4,C. porosus
20090414,2009,4,14,0,0,,,,,0,0,0,0,0,
20130203,2013,2,3,0,0,,,,,0,0,0,0,0,
20081017,2008,10,17,0,0,20081017,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20140104,2014,1,4,0,0,,,,,0,0,0,0,0,
20061103,2006,11,3,1,0,20061103,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20160313,2016,3,13,1,0,,,,,0,0,0,0,0,
20101203,2010,12,3,0,1,20101203,2,Urban Group,Elizabeth River downstream,0,2,0,1,3,C. porosus
20100427,2010,4,27,0,0,,,,,0,0,0,0,0,
20170212,2017,2,12,0,0,,,,,0,0,0,0,0,
20110711,2011,7,11,0,0,,,,,0,0,0,0,0,
20150820,2015,8,20,1,0,20150820,2,Urban Group,East Arm,1,1,0,1,3,C. porosus
20080702,2008,7,2,0,0,,,,,0,0,0,0,0,
20090706,2009,7,6,0,0,,,,,0,0,0,0,0,
20070127,2007,1,27,1,0,,,,,0,0,0,0,0,
